winnowing_point,eliminated_code,eliminated_name,dest_code,dest_name,transferred_votes,transfer_type
After_Retail,CON_1,CON_1,CON_2,CON_2,3469.68,surplus
After_Retail,LBR_1,LBR_1,LBR_2,LBR_2,1450.39,surplus
After_Retail,CON_2,CON_2,CON_3,CON_3,1395.27,surplus
After_Retail,NAT_1,NAT_1,NAT_2,NAT_2,1239.25,surplus
After_Retail,LIB_1,LIB_1,LIB_2,LIB_2,1094.32,surplus
After_Retail,POP_1,POP_1,POP_2,POP_2,92.51,surplus
After_Retail,PRG_1,PRG_1,PRG_2,PRG_2,3.96,surplus
After_Pod_A,CON_1,CON_1,CON_2,CON_2,2847.36,surplus
After_Pod_A,LBR_1,LBR_1,LBR_2,LBR_2,828.06,surplus
After_Pod_A,OAO_1,OAO_1,CUP_1,CUP_1,751.26,elimination
After_Pod_A,OAO_1,OAO_1,STY_1,STY_1,1.03,elimination
After_Pod_C,CON_1,CON_1,CON_2,CON_2,2586.98,surplus
After_Pod_BD,CON_1,CON_1,CON_2,CON_2,1463.34,surplus
