state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_LIB,inc_OAO,inc_POP,inc_NAT,inc_PRG,inc_DSA,inc_CUP,inc_STY,inc_CON,inc_LBR
1,AL,CON_1,CON,26.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,CUP_1,CUP,7.78,0.69,1.47,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,DSA_1,DSA,10.45,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,NAT_1,NAT,15.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,STY_1,STY,11.44,0.0,0.0,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CON_1,CON,15.17,0.0,0.0,0.0,9.63,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CUP_1,CUP,17.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LBR_1,LBR,19.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LIB_1,LIB,13.21,0.0,0.0,0.0,0.0,1.56,0.74,0.0,0.0,0.0,0.0
2,AK,STY_1,STY,10.58,0.0,0.0,5.03,0.0,0.0,1.22,0.0,0.0,0.0,0.0
4,AZ,CON_1,CON,20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,LBR_1,LBR,9.94,0.0,0.96,0.0,0.0,0.0,6.05,1.28,0.0,0.0,0.0
4,AZ,LIB_1,LIB,9.61,0.0,0.93,0.0,0.0,5.22,0.0,0.0,0.0,0.0,0.0
4,AZ,NAT_1,NAT,18.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,POP_1,POP,10.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,CON_1,CON,22.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,CUP_1,CUP,8.42,0.93,2.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,LBR_1,LBR,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,0.0,0.0
5,AR,NAT_1,NAT,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,POP_1,POP,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0
6,CA,CON_1,CON,13.43,0.0,1.71,2.19,0.0,0.0,0.0,1.55,0.0,0.0,0.0
6,CA,LBR_1,LBR,16.28,0.0,0.0,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0
6,CA,LIB_1,LIB,15.42,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,NAT_1,NAT,11.16,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,STY_1,STY,9.83,0.0,0.0,4.08,0.0,0.0,0.0,1.96,0.0,0.0,0.0
8,CO,CON_1,CON,21.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.05,0.0,0.0,0.0,0.0,0.0,4.15,0.54,0.0,0.0,0.0
8,CO,LIB_1,LIB,14.2,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
