state_fips,state_abbr,cand_code,cand_label,primary_cluster,secondary_cluster,w_primary,w_secondary,cand_type,state_share_primary,state_share_secondary,cooc_rate
12,FL,LIB,LIB,4,,1.0,0.0,pure,0.0638,,
12,FL,REF,REF,5,,1.0,0.0,pure,0.0969,,
12,FL,CTR,CTR,6,,1.0,0.0,pure,0.1275,,
12,FL,DSA,DSA,8,,1.0,0.0,pure,0.0648,,
12,FL,PRG,PRG,9,,1.0,0.0,pure,0.0204,,
13,GA,CON,CON,0,,1.0,0.0,pure,0.1854,,
13,GA,SD,SD,1,,1.0,0.0,pure,0.1631,,
13,GA,STY,STY,2,,1.0,0.0,pure,0.1712,,
13,GA,NAT,NAT,3,,1.0,0.0,pure,0.0741,,
13,GA,LIB,LIB,4,,1.0,0.0,pure,0.0863,,
13,GA,REF,REF,5,,1.0,0.0,pure,0.0962,,
13,GA,CTR,CTR,6,,1.0,0.0,pure,0.1181,,
13,GA,DSA,DSA,8,,1.0,0.0,pure,0.0329,,
13,GA,PRG,PRG,9,,1.0,0.0,pure,0.0229,,
15,HI,CON,CON,0,,1.0,0.0,pure,0.1711,,
15,HI,SD,SD,1,,1.0,0.0,pure,0.2315,,
15,HI,STY,STY,2,,1.0,0.0,pure,0.1104,,
15,HI,NAT,NAT,3,,1.0,0.0,pure,0.0354,,
15,HI,LIB,LIB,4,,1.0,0.0,pure,0.1548,,
15,HI,REF,REF,5,,1.0,0.0,pure,0.1073,,
15,HI,CTR,CTR,6,,1.0,0.0,pure,0.0542,,
15,HI,DSA,DSA,8,,1.0,0.0,pure,0.0246,,
15,HI,PRG,PRG,9,,1.0,0.0,pure,0.02,,
16,ID,CON,CON,0,,1.0,0.0,pure,0.2046,,
16,ID,SD,SD,1,,1.0,0.0,pure,0.0996,,
16,ID,STY,STY,2,,1.0,0.0,pure,0.0988,,
16,ID,NAT,NAT,3,,1.0,0.0,pure,0.118,,
16,ID,LIB,LIB,4,,1.0,0.0,pure,0.0677,,
16,ID,REF,REF,5,,1.0,0.0,pure,0.1683,,
16,ID,CTR,CTR,6,,1.0,0.0,pure,0.116,,
16,ID,DSA,DSA,8,,1.0,0.0,pure,0.0633,,
16,ID,PRG,PRG,9,,1.0,0.0,pure,0.0317,,
17,IL,CON,CON,0,,1.0,0.0,pure,0.1695,,
17,IL,SD,SD,1,,1.0,0.0,pure,0.1475,,
17,IL,STY,STY,2,,1.0,0.0,pure,0.1112,,
17,IL,NAT,NAT,3,,1.0,0.0,pure,0.0703,,
17,IL,LIB,LIB,4,,1.0,0.0,pure,0.1091,,
17,IL,REF,REF,5,,1.0,0.0,pure,0.0971,,
17,IL,CTR,CTR,6,,1.0,0.0,pure,0.1062,,
17,IL,DSA,DSA,8,,1.0,0.0,pure,0.0606,,
17,IL,PRG,PRG,9,,1.0,0.0,pure,0.0625,,
18,IN,CON,CON,0,,1.0,0.0,pure,0.1989,,
18,IN,SD,SD,1,,1.0,0.0,pure,0.1364,,
18,IN,STY,STY,2,,1.0,0.0,pure,0.1352,,
18,IN,NAT,NAT,3,,1.0,0.0,pure,0.1034,,
18,IN,LIB,LIB,4,,1.0,0.0,pure,0.0769,,
18,IN,REF,REF,5,,1.0,0.0,pure,0.1105,,
18,IN,CTR,CTR,6,,1.0,0.0,pure,0.0994,,
18,IN,DSA,DSA,8,,1.0,0.0,pure,0.0502,,
18,IN,PRG,PRG,9,,1.0,0.0,pure,0.0354,,
19,IA,CON,CON,0,,1.0,0.0,pure,0.1851,,
19,IA,SD,SD,1,,1.0,0.0,pure,0.1425,,
19,IA,STY,STY,2,,1.0,0.0,pure,0.1262,,
19,IA,NAT,NAT,3,,1.0,0.0,pure,0.1052,,
19,IA,LIB,LIB,4,,1.0,0.0,pure,0.0617,,
19,IA,REF,REF,5,,1.0,0.0,pure,0.1099,,
19,IA,CTR,CTR,6,,1.0,0.0,pure,0.1206,,
19,IA,DSA,DSA,8,,1.0,0.0,pure,0.0645,,
19,IA,PRG,PRG,9,,1.0,0.0,pure,0.0292,,
20,KS,CON,CON,0,,1.0,0.0,pure,0.2245,,
20,KS,SD,SD,1,,1.0,0.0,pure,0.106,,
20,KS,STY,STY,2,,1.0,0.0,pure,0.1449,,
20,KS,NAT,NAT,3,,1.0,0.0,pure,0.0878,,
20,KS,LIB,LIB,4,,1.0,0.0,pure,0.1069,,
20,KS,REF,REF,5,,1.0,0.0,pure,0.113,,
20,KS,CTR,CTR,6,,1.0,0.0,pure,0.0826,,
20,KS,DSA,DSA,8,,1.0,0.0,pure,0.069,,
20,KS,PRG,PRG,9,,1.0,0.0,pure,0.0441,,
21,KY,CON,CON,0,,1.0,0.0,pure,0.209,,
21,KY,SD,SD,1,,1.0,0.0,pure,0.1338,,
21,KY,STY,STY,2,,1.0,0.0,pure,0.1433,,
21,KY,NAT,NAT,3,,1.0,0.0,pure,0.1088,,
21,KY,LIB,LIB,4,,1.0,0.0,pure,0.0592,,
21,KY,REF,REF,5,,1.0,0.0,pure,0.1237,,
21,KY,CTR,CTR,6,,1.0,0.0,pure,0.099,,
21,KY,DSA,DSA,8,,1.0,0.0,pure,0.0461,,
21,KY,PRG,PRG,9,,1.0,0.0,pure,0.0252,,
22,LA,CON,CON,0,,1.0,0.0,pure,0.1999,,
22,LA,SD,SD,1,,1.0,0.0,pure,0.1055,,
22,LA,STY,STY,2,,1.0,0.0,pure,0.1814,,
22,LA,NAT,NAT,3,,1.0,0.0,pure,0.1173,,
22,LA,LIB,LIB,4,,1.0,0.0,pure,0.0451,,
22,LA,REF,REF,5,,1.0,0.0,pure,0.0835,,
22,LA,CTR,CTR,6,,1.0,0.0,pure,0.1451,,
22,LA,DSA,DSA,8,,1.0,0.0,pure,0.0338,,
22,LA,PRG,PRG,9,,1.0,0.0,pure,0.0405,,
23,ME,CON,CON,0,,1.0,0.0,pure,0.1363,,
23,ME,SD,SD,1,,1.0,0.0,pure,0.1479,,
23,ME,STY,STY,2,,1.0,0.0,pure,0.0898,,
23,ME,NAT,NAT,3,,1.0,0.0,pure,0.0715,,
23,ME,LIB,LIB,4,,1.0,0.0,pure,0.1346,,
23,ME,REF,REF,5,,1.0,0.0,pure,0.1474,,
23,ME,CTR,CTR,6,,1.0,0.0,pure,0.0771,,
23,ME,DSA,DSA,8,,1.0,0.0,pure,0.0741,,
23,ME,PRG,PRG,9,,1.0,0.0,pure,0.0695,,
24,MD,CON,CON,0,,1.0,0.0,pure,0.1292,,
24,MD,SD,SD,1,,1.0,0.0,pure,0.1733,,
24,MD,STY,STY,2,,1.0,0.0,pure,0.1531,,
24,MD,NAT,NAT,3,,1.0,0.0,pure,0.0598,,
24,MD,LIB,LIB,4,,1.0,0.0,pure,0.1018,,
24,MD,REF,REF,5,,1.0,0.0,pure,0.1114,,
24,MD,CTR,CTR,6,,1.0,0.0,pure,0.0823,,
24,MD,DSA,DSA,8,,1.0,0.0,pure,0.0425,,
24,MD,PRG,PRG,9,,1.0,0.0,pure,0.0834,,
25,MA,CON,CON,0,,1.0,0.0,pure,0.1607,,
25,MA,SD,SD,1,,1.0,0.0,pure,0.1713,,
25,MA,STY,STY,2,,1.0,0.0,pure,0.1124,,
25,MA,NAT,NAT,3,,1.0,0.0,pure,0.0665,,
25,MA,LIB,LIB,4,,1.0,0.0,pure,0.1306,,
25,MA,REF,REF,5,,1.0,0.0,pure,0.0807,,
25,MA,CTR,CTR,6,,1.0,0.0,pure,0.0534,,
25,MA,DSA,DSA,8,,1.0,0.0,pure,0.0761,,
25,MA,PRG,PRG,9,,1.0,0.0,pure,0.0866,,
26,MI,CON,CON,0,,1.0,0.0,pure,0.2075,,
26,MI,SD,SD,1,,1.0,0.0,pure,0.1331,,
26,MI,STY,STY,2,,1.0,0.0,pure,0.0999,,
26,MI,NAT,NAT,3,,1.0,0.0,pure,0.1129,,
26,MI,LIB,LIB,4,,1.0,0.0,pure,0.0969,,
26,MI,REF,REF,5,,1.0,0.0,pure,0.1144,,
26,MI,CTR,CTR,6,,1.0,0.0,pure,0.0806,,
26,MI,DSA,DSA,8,,1.0,0.0,pure,0.0623,,
26,MI,PRG,PRG,9,,1.0,0.0,pure,0.0486,,
27,MN,CON,CON,0,,1.0,0.0,pure,0.149,,
27,MN,SD,SD,1,,1.0,0.0,pure,0.1441,,
27,MN,STY,STY,2,,1.0,0.0,pure,0.0819,,
27,MN,NAT,NAT,3,,1.0,0.0,pure,0.0822,,
27,MN,LIB,LIB,4,,1.0,0.0,pure,0.1364,,
27,MN,REF,REF,5,,1.0,0.0,pure,0.1218,,
27,MN,CTR,CTR,6,,1.0,0.0,pure,0.0722,,
27,MN,DSA,DSA,8,,1.0,0.0,pure,0.0412,,
27,MN,PRG,PRG,9,,1.0,0.0,pure,0.0982,,
28,MS,CON,CON,0,,1.0,0.0,pure,0.1822,,
28,MS,SD,SD,1,,1.0,0.0,pure,0.1273,,
28,MS,STY,STY,2,,1.0,0.0,pure,0.2647,,
28,MS,NAT,NAT,3,,1.0,0.0,pure,0.0765,,
28,MS,LIB,LIB,4,,1.0,0.0,pure,0.0322,,
28,MS,REF,REF,5,,1.0,0.0,pure,0.1135,,
28,MS,CTR,CTR,6,,1.0,0.0,pure,0.0917,,
28,MS,DSA,DSA,8,,1.0,0.0,pure,0.0285,,
29,MO,CON,CON,0,,1.0,0.0,pure,0.1981,,
29,MO,SD,SD,1,,1.0,0.0,pure,0.1415,,
29,MO,STY,STY,2,,1.0,0.0,pure,0.1672,,
29,MO,NAT,NAT,3,,1.0,0.0,pure,0.0988,,
29,MO,LIB,LIB,4,,1.0,0.0,pure,0.0673,,
29,MO,REF,REF,5,,1.0,0.0,pure,0.0982,,
29,MO,CTR,CTR,6,,1.0,0.0,pure,0.0886,,
29,MO,DSA,DSA,8,,1.0,0.0,pure,0.0747,,
29,MO,PRG,PRG,9,,1.0,0.0,pure,0.0284,,
30,MT,CON,CON,0,,1.0,0.0,pure,0.1813,,
30,MT,SD,SD,1,,1.0,0.0,pure,0.1392,,
30,MT,STY,STY,2,,1.0,0.0,pure,0.1443,,
30,MT,NAT,NAT,3,,1.0,0.0,pure,0.1562,,
30,MT,LIB,LIB,4,,1.0,0.0,pure,0.1021,,
30,MT,REF,REF,5,,1.0,0.0,pure,0.082,,
30,MT,CTR,CTR,6,,1.0,0.0,pure,0.0968,,
30,MT,DSA,DSA,8,,1.0,0.0,pure,0.0501,,
30,MT,PRG,PRG,9,,1.0,0.0,pure,0.032,,
31,NE,CON,CON,0,,1.0,0.0,pure,0.1732,,
31,NE,SD,SD,1,,1.0,0.0,pure,0.1547,,
31,NE,STY,STY,2,,1.0,0.0,pure,0.1403,,
31,NE,NAT,NAT,3,,1.0,0.0,pure,0.0811,,
31,NE,LIB,LIB,4,,1.0,0.0,pure,0.0703,,
31,NE,REF,REF,5,,1.0,0.0,pure,0.1111,,
31,NE,CTR,CTR,6,,1.0,0.0,pure,0.1343,,
31,NE,DSA,DSA,8,,1.0,0.0,pure,0.0796,,
31,NE,PRG,PRG,9,,1.0,0.0,pure,0.0226,,
32,NV,CON,CON,0,,1.0,0.0,pure,0.1779,,
32,NV,SD,SD,1,,1.0,0.0,pure,0.174,,
32,NV,STY,STY,2,,1.0,0.0,pure,0.1705,,
32,NV,NAT,NAT,3,,1.0,0.0,pure,0.0893,,
32,NV,LIB,LIB,4,,1.0,0.0,pure,0.082,,
32,NV,REF,REF,5,,1.0,0.0,pure,0.1002,,
32,NV,CTR,CTR,6,,1.0,0.0,pure,0.0602,,
32,NV,DSA,DSA,8,,1.0,0.0,pure,0.0506,,
32,NV,PRG,PRG,9,,1.0,0.0,pure,0.0454,,
33,NH,CON,CON,0,,1.0,0.0,pure,0.1215,,
33,NH,SD,SD,1,,1.0,0.0,pure,0.1933,,
33,NH,STY,STY,2,,1.0,0.0,pure,0.0861,,
33,NH,NAT,NAT,3,,1.0,0.0,pure,0.0559,,
33,NH,LIB,LIB,4,,1.0,0.0,pure,0.0938,,
33,NH,REF,REF,5,,1.0,0.0,pure,0.0785,,
33,NH,CTR,CTR,6,,1.0,0.0,pure,0.1011,,
33,NH,DSA,DSA,8,,1.0,0.0,pure,0.1031,,
33,NH,PRG,PRG,9,,1.0,0.0,pure,0.0814,,
34,NJ,CON,CON,0,,1.0,0.0,pure,0.1672,,
34,NJ,SD,SD,1,,1.0,0.0,pure,0.1511,,
34,NJ,STY,STY,2,,1.0,0.0,pure,0.1057,,
34,NJ,NAT,NAT,3,,1.0,0.0,pure,0.0846,,
34,NJ,LIB,LIB,4,,1.0,0.0,pure,0.1065,,
34,NJ,REF,REF,5,,1.0,0.0,pure,0.1017,,
34,NJ,CTR,CTR,6,,1.0,0.0,pure,0.0917,,
34,NJ,DSA,DSA,8,,1.0,0.0,pure,0.0633,,
34,NJ,PRG,PRG,9,,1.0,0.0,pure,0.0698,,
35,NM,CON,CON,0,,1.0,0.0,pure,0.1646,,
35,NM,SD,SD,1,,1.0,0.0,pure,0.2114,,
35,NM,STY,STY,2,,1.0,0.0,pure,0.1526,,
35,NM,NAT,NAT,3,,1.0,0.0,pure,0.0632,,
35,NM,LIB,LIB,4,,1.0,0.0,pure,0.0876,,
35,NM,REF,REF,5,,1.0,0.0,pure,0.0886,,
35,NM,CTR,CTR,6,,1.0,0.0,pure,0.0928,,
35,NM,DSA,DSA,8,,1.0,0.0,pure,0.0501,,
35,NM,PRG,PRG,9,,1.0,0.0,pure,0.0442,,
36,NY,CON,CON,0,,1.0,0.0,pure,0.1424,,
36,NY,SD,SD,1,,1.0,0.0,pure,0.1684,,
36,NY,STY,STY,2,,1.0,0.0,pure,0.1339,,
36,NY,NAT,NAT,3,,1.0,0.0,pure,0.0637,,
36,NY,LIB,LIB,4,,1.0,0.0,pure,0.1016,,
36,NY,REF,REF,5,,1.0,0.0,pure,0.0991,,
36,NY,CTR,CTR,6,,1.0,0.0,pure,0.0933,,
36,NY,DSA,DSA,8,,1.0,0.0,pure,0.0697,,
36,NY,PRG,PRG,9,,1.0,0.0,pure,0.0615,,
37,NC,CON,CON,0,,1.0,0.0,pure,0.1964,,
37,NC,SD,SD,1,,1.0,0.0,pure,0.1267,,
37,NC,STY,STY,2,,1.0,0.0,pure,0.1412,,
37,NC,NAT,NAT,3,,1.0,0.0,pure,0.0972,,
37,NC,LIB,LIB,4,,1.0,0.0,pure,0.0755,,
37,NC,REF,REF,5,,1.0,0.0,pure,0.1185,,
37,NC,CTR,CTR,6,,1.0,0.0,pure,0.0785,,
37,NC,DSA,DSA,8,,1.0,0.0,pure,0.0513,,
37,NC,PRG,PRG,9,,1.0,0.0,pure,0.0517,,
38,ND,CON,CON,0,,1.0,0.0,pure,0.1731,,
38,ND,SD,SD,1,,1.0,0.0,pure,0.1718,,
38,ND,STY,STY,2,,1.0,0.0,pure,0.0945,,
38,ND,NAT,NAT,3,,1.0,0.0,pure,0.0523,,
38,ND,LIB,LIB,4,,1.0,0.0,pure,0.0662,,
38,ND,REF,REF,5,,1.0,0.0,pure,0.189,,
38,ND,CTR,CTR,6,,1.0,0.0,pure,0.1439,,
38,ND,DSA,DSA,8,,1.0,0.0,pure,0.0283,,
38,ND,PRG,PRG,9,,1.0,0.0,pure,0.0294,,
39,OH,CON,CON,0,,1.0,0.0,pure,0.1989,,
39,OH,SD,SD,1,,1.0,0.0,pure,0.1234,,
39,OH,STY,STY,2,,1.0,0.0,pure,0.1337,,
39,OH,NAT,NAT,3,,1.0,0.0,pure,0.0961,,
39,OH,LIB,LIB,4,,1.0,0.0,pure,0.0771,,
39,OH,REF,REF,5,,1.0,0.0,pure,0.1156,,
39,OH,CTR,CTR,6,,1.0,0.0,pure,0.1226,,
39,OH,DSA,DSA,8,,1.0,0.0,pure,0.0544,,
39,OH,PRG,PRG,9,,1.0,0.0,pure,0.0296,,
40,OK,CON,CON,0,,1.0,0.0,pure,0.2199,,
40,OK,SD,SD,1,,1.0,0.0,pure,0.0913,,
40,OK,STY,STY,2,,1.0,0.0,pure,0.1302,,
40,OK,NAT,NAT,3,,1.0,0.0,pure,0.1211,,
40,OK,LIB,LIB,4,,1.0,0.0,pure,0.0679,,
40,OK,REF,REF,5,,1.0,0.0,pure,0.1256,,
40,OK,CTR,CTR,6,,1.0,0.0,pure,0.1144,,
40,OK,DSA,DSA,8,,1.0,0.0,pure,0.0633,,
41,OR,CON,CON,0,,1.0,0.0,pure,0.1278,,
41,OR,SD,SD,1,,1.0,0.0,pure,0.1378,,
41,OR,STY,STY,2,,1.0,0.0,pure,0.085,,
41,OR,NAT,NAT,3,,1.0,0.0,pure,0.1291,,
41,OR,LIB,LIB,4,,1.0,0.0,pure,0.1272,,
41,OR,REF,REF,5,,1.0,0.0,pure,0.0958,,
41,OR,CTR,CTR,6,,1.0,0.0,pure,0.0504,,
41,OR,DSA,DSA,8,,1.0,0.0,pure,0.0996,,
41,OR,PRG,PRG,9,,1.0,0.0,pure,0.1157,,
42,PA,CON,CON,0,,1.0,0.0,pure,0.1959,,
42,PA,SD,SD,1,,1.0,0.0,pure,0.1523,,
42,PA,STY,STY,2,,1.0,0.0,pure,0.1103,,
42,PA,NAT,NAT,3,,1.0,0.0,pure,0.0813,,
42,PA,LIB,LIB,4,,1.0,0.0,pure,0.1064,,
42,PA,REF,REF,5,,1.0,0.0,pure,0.0979,,
42,PA,CTR,CTR,6,,1.0,0.0,pure,0.0772,,
42,PA,DSA,DSA,8,,1.0,0.0,pure,0.0584,,
42,PA,PRG,PRG,9,,1.0,0.0,pure,0.0614,,
44,RI,CON,CON,0,,1.0,0.0,pure,0.138,,
44,RI,SD,SD,1,,1.0,0.0,pure,0.1864,,
44,RI,STY,STY,2,,1.0,0.0,pure,0.1217,,
44,RI,NAT,NAT,3,,1.0,0.0,pure,0.0527,,
44,RI,LIB,LIB,4,,1.0,0.0,pure,0.1573,,
44,RI,REF,REF,5,,1.0,0.0,pure,0.0899,,
44,RI,CTR,CTR,6,,1.0,0.0,pure,0.0618,,
44,RI,DSA,DSA,8,,1.0,0.0,pure,0.076,,
44,RI,PRG,PRG,9,,1.0,0.0,pure,0.0645,,
45,SC,CON,CON,0,,1.0,0.0,pure,0.2043,,
45,SC,SD,SD,1,,1.0,0.0,pure,0.146,,
45,SC,STY,STY,2,,1.0,0.0,pure,0.1515,,
45,SC,NAT,NAT,3,,1.0,0.0,pure,0.1004,,
45,SC,LIB,LIB,4,,1.0,0.0,pure,0.0671,,
45,SC,REF,REF,5,,1.0,0.0,pure,0.1074,,
45,SC,CTR,CTR,6,,1.0,0.0,pure,0.0855,,
45,SC,DSA,DSA,8,,1.0,0.0,pure,0.0779,,
45,SC,PRG,PRG,9,,1.0,0.0,pure,0.0211,,
46,SD,CON,CON,0,,1.0,0.0,pure,0.1771,,
46,SD,SD,SD,1,,1.0,0.0,pure,0.1065,,
46,SD,STY,STY,2,,1.0,0.0,pure,0.1571,,
46,SD,NAT,NAT,3,,1.0,0.0,pure,0.1113,,
46,SD,LIB,LIB,4,,1.0,0.0,pure,0.067,,
46,SD,REF,REF,5,,1.0,0.0,pure,0.1031,,
46,SD,CTR,CTR,6,,1.0,0.0,pure,0.1386,,
46,SD,DSA,DSA,8,,1.0,0.0,pure,0.054,,
46,SD,PRG,PRG,9,,1.0,0.0,pure,0.031,,
47,TN,CON,CON,0,,1.0,0.0,pure,0.2759,,
47,TN,SD,SD,1,,1.0,0.0,pure,0.0926,,
47,TN,STY,STY,2,,1.0,0.0,pure,0.1287,,
47,TN,NAT,NAT,3,,1.0,0.0,pure,0.1328,,
47,TN,LIB,LIB,4,,1.0,0.0,pure,0.0409,,
47,TN,REF,REF,5,,1.0,0.0,pure,0.1003,,
47,TN,CTR,CTR,6,,1.0,0.0,pure,0.1047,,
47,TN,DSA,DSA,8,,1.0,0.0,pure,0.0492,,
47,TN,PRG,PRG,9,,1.0,0.0,pure,0.022,,
48,TX,CON,CON,0,,1.0,0.0,pure,0.1885,,
48,TX,SD,SD,1,,1.0,0.0,pure,0.1427,,
48,TX,STY,STY,2,,1.0,0.0,pure,0.1918,,
48,TX,NAT,NAT,3,,1.0,0.0,pure,0.0775,,
48,TX,LIB,LIB,4,,1.0,0.0,pure,0.0615,,
48,TX,REF,REF,5,,1.0,0.0,pure,0.0906,,
48,TX,CTR,CTR,6,,1.0,0.0,pure,0.1137,,
48,TX,DSA,DSA,8,,1.0,0.0,pure,0.0655,,
49,UT,CON,CON,0,,1.0,0.0,pure,0.1335,,
49,UT,SD,SD,1,,1.0,0.0,pure,0.1693,,
49,UT,STY,STY,2,,1.0,0.0,pure,0.1821,,
49,UT,NAT,NAT,3,,1.0,0.0,pure,0.0843,,
49,UT,LIB,LIB,4,,1.0,0.0,pure,0.0683,,
49,UT,REF,REF,5,,1.0,0.0,pure,0.1229,,
49,UT,CTR,CTR,6,,1.0,0.0,pure,0.1072,,
49,UT,DSA,DSA,8,,1.0,0.0,pure,0.0747,,
49,UT,PRG,PRG,9,,1.0,0.0,pure,0.0253,,
50,VT,CON,CON,0,,1.0,0.0,pure,0.1242,,
50,VT,SD,SD,1,,1.0,0.0,pure,0.1376,,
50,VT,STY,STY,2,,1.0,0.0,pure,0.0817,,
50,VT,NAT,NAT,3,,1.0,0.0,pure,0.035,,
50,VT,LIB,LIB,4,,1.0,0.0,pure,0.122,,
50,VT,REF,REF,5,,1.0,0.0,pure,0.0578,,
50,VT,CTR,CTR,6,,1.0,0.0,pure,0.0796,,
50,VT,DSA,DSA,8,,1.0,0.0,pure,0.061,,
50,VT,PRG,PRG,9,,1.0,0.0,pure,0.2166,,
51,VA,CON,CON,0,,1.0,0.0,pure,0.1804,,
51,VA,SD,SD,1,,1.0,0.0,pure,0.1662,,
51,VA,STY,STY,2,,1.0,0.0,pure,0.1325,,
51,VA,NAT,NAT,3,,1.0,0.0,pure,0.091,,
51,VA,LIB,LIB,4,,1.0,0.0,pure,0.0906,,
51,VA,REF,REF,5,,1.0,0.0,pure,0.0876,,
51,VA,CTR,CTR,6,,1.0,0.0,pure,0.0878,,
51,VA,DSA,DSA,8,,1.0,0.0,pure,0.0565,,
51,VA,PRG,PRG,9,,1.0,0.0,pure,0.0669,,
53,WA,CON,CON,0,,1.0,0.0,pure,0.1324,,
