winnowing_point,candidate_code,candidate_name,vote_total,vote_pct,status,quota_threshold,accumulated_pool_size
After_Retail_Six,RH,CON,11.983,0.576,surviving,161.0176,2080.2284
After_Retail_Six,MW,SD,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,MRJ,STY,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,BE,NAT,67.9596,3.2669,surviving,161.0176,2080.2284
After_Retail_Six,CO,LIB,0.1922,0.0092,surviving,161.0176,2080.2284
After_Retail_Six,DH,REF,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,LK,CTR,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,ZN,DSA,1.9917,0.0957,surviving,161.0176,2080.2284
After_Retail_Six,JR,PRG,0.8242,0.0396,surviving,161.0176,2080.2284
After_Retail_Six,SD_STY,SD/STY,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,CON_CTR,CON/CTR,2.4741,0.1189,surviving,161.0176,2080.2284
After_Retail_Six,CON_SD,CON/SD,17.9268,0.8618,surviving,161.0176,2080.2284
After_Retail_Six,CON_STY,CON/STY,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,STY_REF,STY/REF,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,SD_CON,SD/CON,1.9527,0.0939,surviving,161.0176,2080.2284
After_Retail_Six,STY_SD,STY/SD,2.6949,0.1295,surviving,161.0176,2080.2284
After_Retail_Six,REF_STY,REF/STY,60.6433,2.9152,surviving,161.0176,2080.2284
After_Retail_Six,CON_REF,CON/REF,139.281,6.6955,surviving,161.0176,2080.2284
After_Retail_Six,SD_LIB,SD/LIB,0.0,0.0,eliminated_this_round,161.0176,2080.2284
After_Retail_Six,SD_CTR,SD/CTR,1.1116,0.0534,surviving,161.0176,2080.2284
After_Pod_A,RH,CON,0.0,0.0,eliminated_this_round,1083.3608,11905.9686
After_Pod_A,MW,SD,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,MRJ,STY,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,BE,NAT,0.6333,0.0053,surviving,1083.3608,11905.9686
After_Pod_A,CO,LIB,36.814,0.3092,surviving,1083.3608,11905.9686
After_Pod_A,DH,REF,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,LK,CTR,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,ZN,DSA,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,JR,PRG,525.8662,4.4168,surviving,1083.3608,11905.9686
After_Pod_A,SD_STY,SD/STY,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,CON_CTR,CON/CTR,0.0545,0.0005,surviving,1083.3608,11905.9686
After_Pod_A,CON_SD,CON/SD,3.1952,0.0268,surviving,1083.3608,11905.9686
After_Pod_A,CON_STY,CON/STY,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,STY_REF,STY/REF,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,SD_CON,SD/CON,7.7482,0.0651,surviving,1083.3608,11905.9686
After_Pod_A,STY_SD,STY/SD,489.9782,4.1154,surviving,1083.3608,11905.9686
After_Pod_A,REF_STY,REF/STY,0.7243,0.0061,surviving,1083.3608,11905.9686
After_Pod_A,CON_REF,CON/REF,0.1689,0.0014,surviving,1083.3608,11905.9686
After_Pod_A,SD_LIB,SD/LIB,0.0,0.0,previously_eliminated,1083.3608,11905.9686
After_Pod_A,SD_CTR,SD/CTR,7.178,0.0603,surviving,1083.3608,11905.9686
After_Pod_C,RH,CON,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,MW,SD,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,MRJ,STY,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,BE,NAT,49.4089,0.2343,surviving,2343.8332,21085.4989
After_Pod_C,CO,LIB,78.0414,0.3701,surviving,2343.8332,21085.4989
After_Pod_C,DH,REF,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,LK,CTR,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,ZN,DSA,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,JR,PRG,13.8887,0.0659,surviving,2343.8332,21085.4989
After_Pod_C,SD_STY,SD/STY,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,CON_CTR,CON/CTR,277.844,1.3177,surviving,2343.8332,21085.4989
After_Pod_C,CON_SD,CON/SD,655.3522,3.1081,surviving,2343.8332,21085.4989
After_Pod_C,CON_STY,CON/STY,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,STY_REF,STY/REF,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,SD_CON,SD/CON,0.0,0.0,previously_eliminated,2343.8332,21085.4989
After_Pod_C,STY_SD,STY/SD,453.7866,2.1521,surviving,2343.8332,21085.4989
