state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_CON,inc_OAO,inc_POP,inc_LBR,inc_CUP,inc_LIB,inc_DSA,inc_STY,inc_NAT,inc_PRG
1,AL,CON_1,CON,26.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,CON_2,CON,0.0,9.59,3.95,0.81,1.69,1.79,0.0,0.0,0.0,0.0,0.0
1,AL,CUP_1,CUP,7.8,0.0,1.77,2.35,6.77,0.0,0.69,0.0,0.0,0.0,0.0
1,AL,NAT_1,NAT,15.36,0.91,0.0,0.0,0.0,0.0,0.0,15.95,0.0,0.0,0.0
1,AL,STY_1,STY,11.6,0.0,0.0,6.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CON_1,CON,15.06,0.0,0.0,0.0,0.0,1.15,0.0,0.0,0.92,12.16,0.0
2,AK,CUP_1,CUP,17.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.0,0.0
2,AK,LBR_1,LBR,19.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LIB_1,LIB,13.12,0.0,0.0,0.0,0.52,0.0,0.0,0.73,0.72,0.0,1.53
2,AK,STY_1,STY,10.7,0.0,0.0,5.08,1.04,0.0,0.0,4.35,0.0,0.0,0.0
4,AZ,CON_1,CON,20.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,LBR_1,LBR,10.11,1.52,2.33,4.17,0.0,1.28,0.0,8.63,2.16,0.0,0.0
4,AZ,LIB_1,LIB,9.58,0.0,1.19,0.0,3.8,0.0,0.0,3.08,0.0,0.0,5.37
4,AZ,NAT_1,NAT,18.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,POP_1,POP,10.38,5.79,0.0,0.0,0.0,0.0,0.0,0.0,3.67,0.94,0.0
5,AR,CON_1,CON,22.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.49,0.0
5,AR,CUP_1,CUP,8.43,1.19,4.0,1.31,0.0,0.0,1.23,1.66,0.0,0.0,0.0
5,AR,LBR_1,LBR,16.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,0.0
5,AR,LIB_1,LIB,5.51,0.0,1.1,0.0,0.0,0.0,0.0,6.8,0.0,0.0,4.45
5,AR,POP_1,POP,10.71,3.21,1.65,0.0,0.71,0.0,0.0,0.0,2.41,0.54,0.0
6,CA,CON_1,CON,13.36,0.0,7.05,0.0,0.0,1.55,0.0,0.0,0.0,3.33,0.0
6,CA,LBR_1,LBR,16.53,0.0,0.0,0.0,0.0,0.0,0.0,2.85,0.0,0.0,0.0
6,CA,LIB_1,LIB,15.34,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0
6,CA,POP_1,POP,7.66,1.97,0.0,0.0,0.0,0.84,0.0,0.0,1.45,7.76,9.68
6,CA,STY_1,STY,9.95,2.89,0.0,0.0,1.8,2.55,0.0,0.0,0.0,0.0,0.0
8,CO,CON_1,CON,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.28,0.0,0.0,0.0,0.0,0.55,0.0,4.09,0.0,0.0,0.0
8,CO,LIB_1,LIB,14.15,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.22
8,CO,POP_1,POP,10.59,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41,0.0
8,CO,STY_1,STY,4.47,0.52,3.93,8.47,1.57,0.84,0.0,0.0,0.0,0.0,0.0
9,CT,CON_1,CON,19.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,CUP_1,CUP,5.67,0.0,4.65,6.95,0.56,0.0,0.0,0.0,0.0,1.66,0.0
9,CT,LBR_1,LBR,13.33,0.0,0.0,0.0,0.0,0.0,0.0,2.56,3.31,0.0,0.83
9,CT,LIB_1,LIB,17.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21
9,CT,POP_1,POP,8.84,0.92,1.88,0.0,1.66,0.0,0.0,0.0,2.0,8.66,0.0
10,DE,CON_1,CON,25.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_2,CON,0.0,7.78,14.77,1.29,0.0,1.01,0.0,0.0,0.0,6.54,0.0
10,DE,LBR_1,LBR,20.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.83,0.0,0.0,0.0,0.53,1.54,0.0,0.0,0.0,0.0,5.19
10,DE,STY_1,STY,4.7,0.0,0.0,2.6,3.6,4.58,0.69,0.0,0.0,0.0,0.0
11,DC,LBR_1,LBR,17.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0
11,DC,LIB_1,LIB,30.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,0.0,1.34,0.0,0.0,1.31,12.8,3.11,0.0,0.0,0.0
11,DC,POP_1,POP,10.12,12.91,0.0,0.0,0.0,1.54,0.53,0.0,1.31,0.0,1.19
11,DC,PRG_1,PRG,13.76,0.0,0.0,0.0,0.0,0.0,0.0,4.94,0.0,0.0,0.0
12,FL,CON_1,CON,23.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.31,0.0
12,FL,CUP_1,CUP,10.05,2.32,4.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,FL,LBR_1,LBR,13.52,0.0,1.11,0.0,0.0,0.0,0.0,5.05,0.0,0.0,0.0
12,FL,LIB_1,LIB,8.57,0.0,1.23,0.0,0.56,0.0,0.0,1.6,5.14,0.0,1.63
12,FL,STY_1,STY,10.17,0.74,0.0,9.56,2.7,0.0,0.0,1.5,0.0,0.0,0.0
13,GA,CON_1,CON,22.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.59,0.0
13,GA,CUP_1,CUP,9.01,2.99,3.25,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0
13,GA,LBR_1,LBR,15.9,0.0,0.0,0.0,0.0,0.0,0.0,2.42,0.0,0.0,0.0
13,GA,LIB_1,LIB,13.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66
13,GA,STY_1,STY,8.71,5.59,0.0,5.61,1.32,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,CON_1,CON,21.35,0.0,5.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_1,LBR,22.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,LBR_2,LBR,0.0,0.0,0.0,0.7,5.02,2.46,2.21,1.5,1.63,0.0,3.5
15,HI,LIB_1,LIB,19.81,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,HI,POP_1,POP,8.85,3.23,0.0,0.0,0.0,0.0,0.0,0.0,1.36,4.78,0.0
16,ID,CON_1,CON,22.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,LBR_1,LBR,9.46,0.89,1.42,0.0,0.0,0.0,0.0,5.87,2.13,0.0,0.0
16,ID,LIB_1,LIB,8.7,0.0,1.18,0.0,1.96,14.94,0.0,2.83,0.0,0.0,1.79
16,ID,NAT_1,NAT,16.26,1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,ID,POP_1,POP,14.6,2.67,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0
17,IL,CON_1,CON,20.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,IL,CUP_1,CUP,8.89,0.77,5.15,5.4,0.52,0.0,0.0,0.0,0.59,0.93,0.0
17,IL,LBR_1,LBR,12.39,0.0,0.0,0.0,0.0,0.0,0.0,5.04,2.56,0.0,1.49
17,IL,LIB_1,LIB,13.59,0.0,2.33,0.0,1.01,0.0,0.0,0.0,0.0,0.0,8.85
17,IL,POP_1,POP,7.67,1.65,1.22,0.0,1.89,0.0,0.0,0.0,1.44,8.32,0.0
18,IN,CON_1,CON,20.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,IN,LBR_1,LBR,11.97,0.0,2.42,0.0,0.0,0.0,0.0,4.12,0.0,0.0,0.0
18,IN,LIB_1,LIB,9.21,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01
18,IN,NAT_1,NAT,15.68,0.0,0.0,0.57,0.0,15.95,0.0,0.0,0.0,0.0,0.0
18,IN,STY_1,STY,7.35,0.0,0.0,7.02,1.47,0.0,0.0,0.57,0.0,0.0,0.0
19,IA,CON_1,CON,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,IA,CUP_1,CUP,8.2,1.49,4.2,10.56,0.0,0.0,2.03,0.0,0.0,0.0,0.0
19,IA,LBR_1,LBR,12.73,0.0,1.68,0.0,0.0,0.0,0.0,8.4,2.29,0.0,0.0
19,IA,LIB_1,LIB,7.56,0.0,1.69,0.0,4.74,0.0,0.0,2.23,0.0,0.0,2.89
19,IA,NAT_1,NAT,15.82,0.64,0.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,KS,CON_1,CON,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.19,0.0
20,KS,CON_2,CON,0.0,8.25,0.68,3.36,0.0,2.72,0.0,0.0,3.62,0.0,0.0
20,KS,LBR_1,LBR,8.93,0.0,0.0,0.0,0.0,2.01,5.68,5.75,0.0,0.0,0.0
20,KS,LIB_1,LIB,14.29,0.0,0.52,0.0,0.0,0.0,0.0,0.51,0.0,0.0,7.06
20,KS,STY_1,STY,8.12,0.0,0.0,6.45,5.37,0.61,0.0,0.0,0.0,0.0,0.0
21,KY,CON_1,CON,24.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,KY,CUP_1,CUP,9.0,2.38,4.01,3.01,0.0,0.0,1.57,0.0,1.42,0.0,0.0
21,KY,LBR_1,LBR,11.52,0.0,0.68,0.0,0.0,0.0,10.71,4.19,0.0,0.0,0.0
21,KY,NAT_1,NAT,14.59,1.58,0.0,0.98,0.0,1.09,0.0,0.0,0.0,0.0,0.0
21,KY,POP_1,POP,9.16,2.35,0.0,0.0,0.0,0.0,0.0,0.0,9.42,0.0,0.0
22,LA,CON_1,CON,22.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,CUP_1,CUP,12.66,0.0,2.99,0.6,0.0,0.0,2.02,0.0,0.0,0.0,0.0
22,LA,LBR_1,LBR,9.33,0.0,1.15,0.0,0.0,0.55,3.89,2.55,0.0,0.0,0.0
22,LA,NAT_1,NAT,17.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,LA,STY_1,STY,10.01,0.0,0.0,4.04,0.0,0.0,0.0,0.0,0.0,0.0,7.25
23,ME,CON_1,CON,14.28,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,5.4,0.0
23,ME,LBR_1,LBR,12.09,0.0,6.31,0.0,0.0,1.47,0.93,0.0,2.38,0.0,0.0
23,ME,LIB_1,LIB,19.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,ME,POP_1,POP,13.57,0.0,0.0,0.0,4.64,1.18,0.0,0.0,1.82,2.86,0.0
23,ME,PRG_1,PRG,10.35,0.0,0.0,0.0,0.0,0.0,0.0,8.03,0.0,0.0,0.0
24,MD,CON_1,CON,14.33,0.0,0.0,0.0,0.0,2.37,0.0,0.0,0.0,5.37,0.0
24,MD,LBR_1,LBR,18.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98
24,MD,LIB_1,LIB,11.68,0.0,5.07,0.0,0.0,0.0,0.0,0.6,0.0,0.0,12.4
24,MD,POP_1,POP,9.21,4.13,0.0,0.0,0.0,0.99,0.0,0.0,0.0,3.21,0.0
24,MD,STY_1,STY,7.17,0.7,4.41,0.67,1.09,1.62,0.78,2.24,0.0,0.0,0.0
25,MA,CON_1,CON,18.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.07,0.0
25,MA,LBR_1,LBR,15.23,0.0,0.0,0.0,0.0,0.73,0.0,0.0,3.53,0.0,0.0
25,MA,LIB_1,LIB,15.6,0.0,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,0.0
25,MA,POP_1,POP,5.83,0.91,8.16,0.0,0.76,0.98,0.0,0.0,2.5,2.89,0.0
25,MA,PRG_1,PRG,12.45,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0
26,MI,CON_1,CON,22.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,MI,CUP_1,CUP,5.62,2.28,2.04,0.0,0.0,0.0,6.18,0.0,0.57,0.0,0.0
26,MI,LBR_1,LBR,12.49,0.0,0.77,0.0,0.0,0.0,0.0,5.52,1.51,0.0,0.0
26,MI,LIB_1,LIB,11.91,0.0,1.55,0.0,1.49,0.0,0.0,0.0,0.0,0.0,7.96
26,MI,NAT_1,NAT,15.95,0.56,0.0,16.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,MN,CON_1,CON,15.6,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0
27,MN,LBR_1,LBR,11.52,0.0,0.0,0.0,0.0,1.85,0.0,2.01,1.17,0.0,0.0
27,MN,LIB_1,LIB,16.72,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0
27,MN,POP_1,POP,9.8,0.92,9.32,0.0,0.0,1.21,0.0,0.0,1.85,0.0,0.0
27,MN,PRG_1,PRG,14.64,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,16.09,0.0
28,MS,CON_1,CON,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.42,0.0
28,MS,LBR_1,LBR,12.17,0.0,0.0,0.0,0.0,0.0,4.29,2.81,0.0,0.0,0.0
28,MS,OAO_1,OAO,11.87,0.0,0.0,3.86,0.0,0.52,0.76,0.0,0.0,0.0,0.0
28,MS,POP_1,POP,8.51,1.8,0.0,0.0,1.25,10.32,0.0,0.0,0.0,0.76,0.0
28,MS,STY_1,STY,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CON_1,CON,24.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,MO,CUP_1,CUP,6.91,2.85,1.77,1.49,1.29,0.0,2.28,0.0,0.0,15.83,0.0
29,MO,LBR_1,LBR,12.67,0.0,0.79,0.0,0.0,0.0,0.0,8.31,0.79,0.0,0.0
29,MO,LIB_1,LIB,8.89,0.0,0.9,0.0,4.72,0.0,0.0,1.67,0.0,0.0,2.95
29,MO,STY_1,STY,9.06,4.31,0.0,4.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,CON_1,CON,16.53,0.0,0.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,LBR_1,LBR,11.79,0.0,0.0,0.0,0.0,0.0,3.79,3.4,0.0,0.0,0.0
30,MT,LIB_1,LIB,15.46,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85
30,MT,NAT_1,NAT,24.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,MT,STY_1,STY,7.25,1.21,0.0,0.95,1.5,13.72,0.0,1.04,0.0,5.25,0.0
31,NE,CON_1,CON,19.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.68,0.0
31,NE,CUP_1,CUP,12.41,0.82,1.28,1.16,0.0,0.0,3.33,0.0,0.0,0.0,0.0
31,NE,LBR_1,LBR,14.33,0.0,0.98,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0
31,NE,LIB_1,LIB,8.07,0.0,1.17,0.0,0.85,0.0,0.0,7.71,0.0,0.0,2.8
31,NE,POP_1,POP,9.74,1.03,0.0,0.0,0.85,0.0,0.0,3.67,3.18,4.58,0.0
32,NV,CON_1,CON,21.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.22,0.0
32,NV,LBR_1,LBR,16.49,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,NV,LIB_1,LIB,11.33,0.0,3.58,0.0,0.0,0.7,0.0,0.0,0.0,0.0,7.87
32,NV,POP_1,POP,7.98,2.28,0.0,0.0,0.0,3.0,0.0,0.0,6.05,6.06,0.0
32,NV,STY_1,STY,8.3,0.0,2.66,0.0,0.0,0.83,6.8,3.98,0.0,0.0,0.0
33,NH,CON_1,CON,12.24,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,7.27,0.0
33,NH,CUP_1,CUP,7.24,3.04,0.0,4.39,0.0,0.0,4.06,0.0,0.76,0.0,0.0
33,NH,LBR_1,LBR,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0
33,NH,OAO_1,OAO,13.53,2.04,0.0,0.0,0.0,2.03,0.0,0.0,0.0,0.0,0.0
33,NH,PRG_1,PRG,12.24,0.0,0.0,0.0,0.0,0.0,4.01,14.21,0.0,0.0,0.0
34,NJ,CON_1,CON,18.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,NJ,CUP_1,CUP,6.13,0.0,3.1,6.22,0.0,0.0,2.09,0.0,1.46,1.42,0.0
34,NJ,LBR_1,LBR,12.62,0.0,0.0,0.0,0.0,0.0,0.0,5.66,2.0,0.0,0.63
34,NJ,LIB_1,LIB,14.75,0.0,3.22,0.0,1.46,0.0,0.0,0.0,0.0,0.0,10.09
34,NJ,POP_1,POP,7.97,0.71,1.24,0.0,1.28,0.0,0.0,0.0,1.95,9.75,0.0
35,NM,CON_1,CON,18.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,CUP_1,CUP,11.28,0.0,1.71,2.02,0.0,0.0,0.0,0.0,0.64,1.61,0.0
35,NM,LBR_1,LBR,22.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,NM,LIB_1,LIB,10.31,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94
35,NM,STY_1,STY,8.86,0.0,0.0,2.95,0.0,0.0,0.0,0.0,0.0,7.59,0.0
36,NY,CON_1,CON,15.96,0.0,0.0,0.91,0.0,1.41,0.0,0.0,0.0,0.0,0.0
36,NY,LBR_1,LBR,15.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.56,0.0,0.58
36,NY,LIB_1,LIB,13.02,0.0,0.0,0.0,0.0,1.66,0.0,2.93,0.0,0.0,9.31
36,NY,OAO_1,OAO,9.23,1.09,0.0,0.0,0.0,1.27,0.0,0.0,0.0,9.64,0.0
36,NY,POP_1,POP,7.79,0.0,0.0,0.0,0.0,3.29,0.0,3.56,3.11,0.0,0.0
37,NC,CON_1,CON,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.58,0.0
37,NC,LBR_1,LBR,10.78,0.0,0.0,0.0,0.0,0.61,1.27,4.03,0.0,0.0,0.0
