state_fips,state_abbr,cand_code,cand_label,cand_type,primary_cluster,secondary_cluster,vote_total,vote_pct,quota_threshold,status,winnowing_point
1,AL,CON,CON,pure,0,,4.75,0.6547,122.03,surviving,AL
1,AL,CTR,CTR,pure,6,,10.19,1.4025,122.03,surviving,AL
1,AL,DSA,DSA,pure,8,,0.0,0.0,122.03,eliminated,AL
1,AL,LIB,LIB,pure,4,,110.53,15.2198,122.03,surviving,AL
1,AL,NAT,NAT,pure,3,,12.96,1.7844,122.03,surviving,AL
1,AL,REF,REF,pure,5,,0.0,0.0,122.03,eliminated,AL
1,AL,SD,SD,pure,1,,0.0,0.0,122.03,eliminated,AL
1,AL,STY,STY,pure,2,,99.64,13.721,122.03,surviving,AL
2,AK,CON,CON,pure,0,,7.66,5.8625,22.77,surviving,AK
2,AK,CTR,CTR,pure,6,,0.0,0.0,22.77,eliminated,AK
2,AK,DSA,DSA,pure,8,,0.0,0.0,22.77,eliminated,AK
2,AK,LIB,LIB,pure,4,,16.34,12.5091,22.77,surviving,AK
2,AK,NAT,NAT,pure,3,,3.44,2.6311,22.77,surviving,AK
2,AK,REF,REF,pure,5,,0.0,0.0,22.77,eliminated,AK
2,AK,SD,SD,pure,1,,12.01,9.1955,22.77,surviving,AK
2,AK,STY,STY,pure,2,,0.1,0.0732,22.77,surviving,AK
4,AZ,CON,CON,pure,0,,52.84,4.5551,194.35,surviving,AZ
4,AZ,CTR,CTR,pure,6,,0.0,0.0,194.35,eliminated,AZ
4,AZ,DSA,DSA,pure,8,,0.0,0.0,194.35,eliminated,AZ
4,AZ,LIB,LIB,pure,4,,0.0,0.0,194.35,eliminated,AZ
4,AZ,NAT,NAT,pure,3,,0.26,0.0223,194.35,surviving,AZ
4,AZ,PRG,PRG,pure,9,,293.47,25.2971,194.35,surviving,AZ
4,AZ,REF,REF,pure,5,,0.62,0.0538,194.35,surviving,AZ
4,AZ,SD,SD,pure,1,,0.0,0.0,194.35,eliminated,AZ
4,AZ,STY,STY,pure,2,,35.5,3.0602,194.35,surviving,AZ
5,AR,CON,CON,pure,0,,36.48,8.8512,69.7,surviving,AR
5,AR,CTR,CTR,pure,6,,5.84,1.4179,69.7,surviving,AR
5,AR,DSA,DSA,pure,8,,0.0,0.0,69.7,eliminated,AR
5,AR,LIB,LIB,pure,4,,14.07,3.4146,69.7,surviving,AR
5,AR,NAT,NAT,pure,3,,0.0,0.0,69.7,eliminated,AR
5,AR,PRG,PRG,pure,9,,0.0,0.0,69.7,eliminated,AR
5,AR,REF,REF,pure,5,,71.53,17.3543,69.7,surviving,AR
5,AR,SD,SD,pure,1,,5.46,1.3249,69.7,surviving,AR
5,AR,STY,STY,pure,2,,0.0,0.0,69.7,eliminated,AR
