state_fips,state_abbr,finalist_code,finalist_party,first_choice_pct,inc_LIB,inc_OAO,inc_POP,inc_NAT,inc_PRG,inc_DSA,inc_CUP,inc_STY,inc_CON,inc_LBR
1,AL,CON_1,CON,25.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,CUP_1,CUP,8.09,0.64,1.42,2.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,DSA_1,DSA,10.32,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,NAT_1,NAT,14.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,AL,STY_1,STY,13.71,0.0,0.0,6.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CON_1,CON,14.63,0.0,0.0,0.0,8.91,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,CUP_1,CUP,17.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LBR_1,LBR,19.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,AK,LIB_1,LIB,12.18,0.0,0.0,0.0,0.0,1.41,0.67,0.0,0.0,0.0,0.0
2,AK,STY_1,STY,12.63,0.0,0.0,5.1,0.0,0.0,1.2,0.0,0.0,0.0,0.0
4,AZ,CON_1,CON,20.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,LBR_1,LBR,10.23,0.0,0.95,0.0,0.0,0.0,6.11,1.36,0.0,0.0,0.0
4,AZ,LIB_1,LIB,9.09,0.0,0.92,0.0,0.0,4.85,0.0,0.0,0.0,0.0,0.0
4,AZ,NAT_1,NAT,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,AZ,POP_1,POP,10.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,CON_1,CON,22.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,CUP_1,CUP,8.85,0.87,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,LBR_1,LBR,16.43,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,NAT_1,NAT,11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,AR,POP_1,POP,10.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0
6,CA,CON_1,CON,13.14,0.0,1.67,2.25,0.0,0.0,0.0,1.63,0.0,0.0,0.0
6,CA,LBR_1,LBR,16.58,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0
6,CA,LIB_1,LIB,14.43,0.0,1.46,0.0,0.0,5.59,0.0,0.0,0.0,0.0,0.0
6,CA,NAT_1,NAT,10.47,0.0,0.0,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,CA,STY_1,STY,11.89,0.0,0.0,4.2,0.0,0.0,0.0,2.06,0.0,0.0,0.0
8,CO,CON_1,CON,21.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,LBR_1,LBR,14.51,0.0,0.0,0.0,0.0,0.0,4.2,0.58,0.0,0.0,0.0
8,CO,LIB_1,LIB,13.47,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,CO,POP_1,POP,10.92,0.0,0.0,0.0,4.73,0.0,0.0,0.0,2.25,0.0,0.0
8,CO,PRG_1,PRG,10.49,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0
9,CT,CON_1,CON,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,LBR_1,LBR,13.57,0.0,0.0,0.0,0.0,0.0,2.51,0.0,2.94,0.0,0.0
9,CT,LIB_1,LIB,16.62,0.0,1.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,CT,POP_1,POP,9.13,0.0,0.0,0.0,6.01,0.0,0.0,2.24,2.22,0.0,0.0
9,CT,PRG_1,PRG,11.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,CON_1,CON,24.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LBR_1,LBR,20.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,LIB_1,LIB,10.25,0.0,0.0,0.0,0.0,4.86,0.0,1.56,0.0,0.0,0.0
10,DE,OAO_1,OAO,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,DE,STY_1,STY,5.66,0.0,0.0,2.66,0.0,0.0,0.0,0.71,0.0,0.0,0.0
11,DC,LBR_1,LBR,18.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_1,LIB,29.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,LIB_2,LIB,0.0,11.63,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,DC,POP_1,POP,10.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,2.11,0.0
11,DC,PRG_1,PRG,13.07,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0
12,FL,CON_1,CON,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
